VendorNumber,VendorName,VendorAddress1,VendorAddress2,VendorCity,VendorZip,VendorState,VendorCountry,VendorContactPhone,VendorContactFax,VendorContact,VendorContactEmail,VendCommCode,VendMinority,VendDesignated,VendIndustry,VendorKey,ShipToLocation,Currency
"11375","FULTON INDUSTRIES INC.","135 E. LINFOOT ST.","","WAUSEON","43567","OH","USA","419-335-3015","419-335-3215","PHIL SPIETH <PSPIETH@FULTONINDOH.COM>","PRODCONT@FULTONINDOH.COM","MM","N","J","AUTO",748,"EPDC","DLL"
"11376","CUSTOM PAPER TUBES INC.;","15900 INDUSTRIAL PARKWAY","","CLEVELAND","44135","OH","USA","216-362-2964","216-362-2980","","","PP"," "," ","AUTO",749,"EPDC","DLL"
"11377","JING MEI AUTOMOTIVE","4136 UNITED PARKWAY","","SCHILLER PARK","60176","IL","USA","847-928-3341","847-671-5296","EDITH CHAN","","PP"," "," ","AUTO",750,"EPDC","DLL"
"11379","SNAPTRON INC.;","960 DIAMOND VALLEY DR.;","","WINDSOR","80550","CO","USA","970-686-5682","","JENA","JHASFDAL@SNAPTRON.COM","DD"," "," ","AUTO",752,"EPDC","DLL"
"11383","ST. MARYS CARBON COMPANY","259 EBERL ST.","","ST MARYS","15857","PA","USA","814-781-7333","814-834-9201","MARY KAY LENZE","MLDENZA@STMARYSCARDON.COM","CC"," "," ","AUTO",756,"EPDC","DLL"
"11384","PARKWAY PLASTICS INC.;","612 PARKWAY DR.;","","WEST BRANCH","48661","MI","USA","989-345-5550","989-345-2651","","","PP"," "," ","AUTO",757,"EPDC","DLL"
"11389","DAKOTA ENGINEERING INC.;","2851 N. WEBSTER AVE.;","","INDIANAPOLIS","46219","IN","USA","317-546-8460","317-546-8467","","","MM"," "," ","AUTO",762,"EPDC","DLL"
"11390","ENGINEERED CUSTOM LUBRICANTS","45800 MAST ST.;","","PLYMOUTH","48170","MI","USA","734-451-2800","734-451-2805","","","CC"," "," ","AUTO",763,"EPDC","DLL"
"11393","MICROSEMI","6 LAKE ST.","","LAWRENCE","01841","MA","USA","978-620-2608","978-681-0832","BARBARA DEVOU / SHIRLEY PERRY","BDEVOU@ OR SHIRLEY.PERRY@ MICROSEMI.COM","EE","N","N","AESF",766,"EPDC","DLL"
"11394","TRUARC COMPNAY LLC","125 BRONICO WAY","","PHILLISBURG","08865","NJ","USA","973-232-4197","908-859-6529","","","HH"," "," ","AUTO",767,"EPDC","DLL"
"11398","SPECTRUM COMPONENT SUPPLY","136-2 REMINGTON BLVD.;","","RONKONKOMA","11779","NY","USA","915-845-5279","915-845-5279","ARTURO DEBORA","","DD"," "," ","",771,"EPDC","DLL"
"11399","ILD TELECOMMUNICATIONS INC.","P.O. BOX 538682","","ATLANTA","30353-8682","GA","USA","1-800-500-7045","","","","  "," "," ","",772,"EPDC","DLL"
"11405","MERIT SCREW MACHINE PRODUCTS","2910 S. 17TH. AVE.;","","BROADVIEW","60155-4724","IL","USA","708-344-9170","708-344-9397","","","HH"," "," ","AUTO",778,"EPDC","DLL"
"11407","ALLIED FINISHING INC.;","4100 BROADMOOR S.E.","","GRANDRAPIDS","49512","MI","USA","616-698-7550","616-698-0312","JERRY VANDERSLOOT","","DD"," "," ","AERO",780,"EPDC","DLL"
"11410","CHANNEL PRIME ALLIANCE","1803 HULL AVE.","","DES MOINES","50313","IA","USA","515-264-4110","775-522-9048","MARVIN PELAEZ","MARVIN.PELAEZ@CHANNELPA.COM","CC","N","N","AUTO",783,"EPDC","DLL"
"11411","TOYOTA TSUSHO AMERICA INC.;","1640 ROBERT C. JACKSON DR.;","","MARYVILLE","37801","TN","USA","865-984-6364","865-984-7104","DONNA CORNWELL","","EE"," "," ","AUTO",784,"EPDC","DLL"
"11412","INTERNATIONAL CORRUGATED AND","543 AMERICAS AVE. STE B-6","","EL PASO","79907","TX","USA","915-875-4615","915-307-3598","RAY HERNANDEZ","","PP","N","N","AUTO",785,"EPDC","DLL"
"11413","PARKER-KALON","395 ROBERTS RD.;","","CAMPBELLVILLE","42240","KY","USA","586-949-0440","","DEBBIE MEDDAUGH","","HH"," "," ","AUTO",786,"EPDC","DLL"
"11414","CHARMARAN CORP.","1451 STONEBRAKER DR.","","KENDALLVILLE","46755","IN","USA","260-347-3325","260-347-3449","","","PP"," "," ","AUTO",787,"EPDC","DLL"
"11418","OMEGA INDUSTRIAL; INC.;","2120 E. PAISANO STE. 587","","EL PASO","79905","TX","","ON 5/2008","915-542-3049","CHANGED TO KHRONOS","","  "," "," ","",791,"EPDC","DLL"
"11425","BELDEN","P.O. BOX 3223","","CAROL STREAM","60132-3223","IL","USA","765-983-5759","765-983-5610","ROBBIE HODGKIN","ROBBIE.HODGKIN@BELDEN.COM","WW","N","N","AUTO",798,"EPDC","DLL"
"11428","INDUSTRIAL PRINT AND LABELS","21 ZANE GREY SUITE F","","EL PASO","79906","TX","USA","915-778-2299","915-778-2225","","","LL"," "," ","AUTO",801,"EPDC","DLL"
"11429","H & M COMPANY INC.","200 CHIHUAHUA","","SAN ANTONIO","78207","TX","USA","210-225-3194","","","","  "," "," ","",802,"EPDC","DLL"
"11433","RPS&V","11800 ROJAS STE. C-16","","EL PASO","79936","TX","USA","915-629-9838","915-629-9838","ROBERTO TRUAX","ROBERTPTRUAX@AOL.COM","DD"," "," ","",806,"EPDC","DLL"
"11437","FMI PRODUCTS LLC","6500 W. SNOWVILLE RD.","","BRECKSVILLE","44141","OH","USA","440-546-1435","","STEVE DIDONATO","SDIDONATO@FMICONNECT.COM","MM","Y"," ","AUTO",810,"EPDC","DLL"
"11438","ADVANCED MOLDING TECHNOLOGY","6101 GATEWAY WEST SPC","E6 PMB 238","EL PASO","79925","TX","USA","233-8000","","J.CAMARILLO/DIANA","DIRECCION@AMTMOLDING.COM             OR 251-7837","PP","N","N","AUTO",811,"EPDC","DLL"
"11439","K.J. MOLD ENGINEERING CO. LTD","608-902 LG VILLAGE","SUNGBOK-DONG; SUJI-KU","YONGIN","448-532","KYUNGKIDO","KOREA","82-2-566-1521","","","","  "," "," ","",812,"EPDC","DLL"
"11440","MICROPROCESOS INDUSTRIALES","CAMINO VIEJO A SN LORENZO 7431","COL. PARTIDO DOBLADO","JUAREZ","32420","CHIH","MEXICO","","","","","HH"," "," ","AUTO",813,"EPDC","DLL"
"11441","MPC PLATING INC.","1859 EAST 63RD. ST.;","","CLEVELAND","44103","OH","USA","216-881-7220","216-881-7324","","","OO"," "," ","AUTO",814,"EPDC","DLL"
"11444","MARIAN CHICAGO INC.","396 WEGNER DR.","","WEST CHICAGO","60185-2967","IL","USA","630-293-7800","","","","FF","N","N","AUTO",817,"EPDC","DLL"
"11445","KONTEK","25 SIDNEY CIRCLE","","KENILWORTH","07033","NJ","USA","908-624-9997","908-964-0747","OTTO NEDELKOVICH","OTTOAN@AOL.COM","MM","N","N","AUTO",818,"EPDC","DLL"
"11446","FOUR STAR RUBBER INC.","3185 OLD FARM LANE","","WALLED LAKE","48390","MI","...","248-926-9200","248-926-9292","DAN VOROS/ROSIE","RODAN@FOURSTARRUBBER.COM","RR"," "," ","AUTO",819,"EPDC","DLL"
"11448","CHROMA GLASS INC.","1201 RANDALL COURT","","EXPORT","15632","PA","USA","724-325-1437","724-733-3572","BRUCE STEPHENS","CHROMAGLASS@WINDSTREAM.NET","PP","N","N","AEHN",821,"EPDC","DLL"
"11449","CENTURY FASTENERS CORP.","50-20 IRELAND ST.","","ELMHURST","11373","NY","USA","813-886-5770","718-448-9444","TODD MARK","TMARK@CENTURYFASTENERS.COM","HH"," "," ","AUTO",822,"EPDC","DLL"
"11452","BISCO INDUSTRIES","2835A PAN AMERICAN FWY","","ALBUQUERQUE","48154","NM","USA","505-765-5610","734-261-9971","ERIC SWARTZ","ESWARTZ@BISCOIND.COM","MM","Y"," ","AEHN",825,"EPDC","DLL"
"11453","ACCUTECH","5015 KITRIDGE RD.","","DAYTON","45424","OH","USA","937-233-0017","","CHRISTOPHER STODDARD","CSTODD.ACCUTECH@YAHOO.COM","MM","N","N","AEHN",826,"EPDC","DLL"
"11457","MALIN INTEGRATED HANDLING","P.O. BOX 797","","ADDISON","75001","TX","USA","972-458-2680","","","","  "," "," ","",830,"EPDC","DLL"
"11477","FED.MOGUL-EL PASO","12112 ROJAS DR.","","EL PASO","79936","TX","","915-858-5599","","","","MM"," "," ","AUTO",850,"EPDC","DLL"
"11478","ELIM CLEANING SERVICES","1320 RANCHO GRANDE DR","","EL PASO","79936","TX","USA","","","EVELYN CARRILLO","","  "," "," ","",851,"EPDC","DLL"
"11488","SPARKLETTS AND SIERRA SPRINGS","P.O BOX 660579","","DALLAS","75266-0579","TX","USA","1-800-4928377","","","","  "," "," ","",861,"EPDC","DLL"
"11490","DIAMOND FASTENERS INC","176-9 CENRAL AVENUE","","FARMINGDALE","11735","NEW YORK","USA","1631-6942766","","JENNIFER BONOMO","","  "," "," ","",863,"EPDC","DLL"
"11491","LEAR PLANT 163","P.O. BOX 70612","","CHICAGO","60673-0612","IL","USA","915-7875406","","SYKIE BATRES","","  "," "," ","",864,"EPDC","DLL"
"11500","RING SCREW LLC","4160 E. BALDWIN ROAD","EMAIL: JSCHEIN@ACUMENT.COM","HOLLY ;","48442","MI","USA","810-953-4614","313-267-3371","ANDREA GUBARIU","AGUBARIU@ACUMENT.COM","  "," "," ","",873,"EPDC","DLL"
"11504","STATE OF MICHIGAN","","","","","","","","","","","  "," "," ","",877,"EPDC","DLL"
"11505","CS MANUFACTURE AND INDUSTRIAL","389 ROOD ROAD","WAREHOUSE #2","CALEXICO","92231","CA","USA","760-890-7746","","CESAR SAMANIEGO","CSAMANIEGO@CSMANUFACTURE.COM  CELL 619-793-4475","CC","N","N","AUTO",878,"EPDC","DLL"
"11510","G & R MANUFACTURING","190 SHERIDAN DRIVE","","NAUGATUCK","06770","CT","USA","203-729-2224","","CHRIS BRANCA","CHRIS@GRMANUFACTURING.COM","PP"," "," ","AUTO",883,"EPDC","DLL"
"11516","KOSTAL OF AMERICA INC","350 STEPHENSON HIGHWAY","","TROY","48083","MI","USA","248-284-6410","248-284-6441","KRISTIN PAVLISCAK","K.PAVLISCAK@KOSTAL.COM","PP","N","N","AUTO",889,"EPDC","DLL"
"11517","AMGLO KEMLITE LABORATORIES INC","8787 ENTERPRISE BLVD","","LARGO","33773","FL","USA","727-812-2000","","GARY KUMBARO","AMGLO1@AMGLO.COM","PP","N","N","AEHN",890,"EPDC","DLL"
"11525","ISELI COMPANY","402 NORTH MAIN ST.","","WALWORTH","53184","WI","USA","262-275-2108","262-275-2108","DONNA HANEY (2048)","DONNA.HANEY@APEXTOOLGROUP.COM","MM","N","N","AUTO",2933,"EPDC","DLL"
"11526","BUELL AUTOMATICS INC.","381 BUELL RD.","","ROCHESTER","14624","NY","USA","800-435-0330","585-328-3937","DONALD CORWIN","DCORWIN@BUELLAUTOMATICS.COM","MM","N","N","AUTO",2934,"EPDC","DLL"
"11577","CONSOLIDATED ELECTRONIC WIRE &","11044 KING STREET","","FRANKLIN","60131","IL","USA","847-455-8830","847-455-8837","TINA MEADOWS","ENTER MAIN CONTACT EMAIL HERE","CC"," "," ","????",27404,"EPDC","DLL"
"11601","METAL CLADDING INC.;","230 S. NIAGARA ST.","","LOCKPORT","14094","NY","","716-434-5513","","TAMMY LAWSON","","CC"," "," ","AERO",896,"EPDC","DLL"
"11602","ADVANCE PRODUCTS INC.;","15 TRADE ZONE COURT","","RONKONKOMA","11779","NY","","516-981-8788","516-981-8832","","","  "," "," ","",897,"EPDC","DLL"
"11603","KEYSTONE POWDERED METAL CO.;","251 STATE ST.;","","ST. MARYS","15857","PA","USA","814-781-4543","814-781-4397","MARGE","MARJ PICCIRILLO","  "," "," ","",898,"EPDC","DLL"
"11605","TRANS-MATIC MFG.","300 E. 48TH STREET","","HOLLAND","49423","MI","USA","616-395-0423","","ANGIE","AKEYZER@TRANSMATIC.COM","MM","N","N","AUTO",899,"EPDC","DLL"
"11616","KOSTAL KONTAKT SYSTEME; INC.","350 STEPHENSON HIGHWAY;","","TROY","48083","MI","USA","(248)284-6508","(248)-284-6441","CONTACT NAME","P.CHERRY@KOSTAL.COM","CC"," "," ","????",32096,"EPDC","DLL"
"11634","PA-TED SPRING CO.","137 VINCENT P. KELLY RD.","","BRISTOL","06010","CT","","860*582-6368","(915) 590-6602","STANLEY","STANLEYS@PA-TED.COM","SS"," "," ","AUTO",905,"EPDC","DLL"
"11689","AMES SINTERING CO.;","2575 OLD PHILADELPHIA PIKE","","BIRD IN HAND","17505","PA","","717-393-5653","717-735-0256","CUSTOMER SERVICE","DIANA@AMESSINT.COM","MM"," "," ","AUTO",907,"EPDC","DLL"
"11759","COX MANUFACTURING CO.INC.","5500 N. LOOP 1604 EAST","","SAN ANTONIO","78247-4690","TX","USA","210-657-7731","210-657-2345","ART RAYNES X108","ART@COXMANUFACTURING.COM","MM","N","N","AUTO",916,"EPDC","DLL"
"11800","LODESTONE","4769 E. WESLEY DR","","ANAHEIM","92807","CA","USA","714-970-0900","(714) 970-0800","","KARIN@LODESTONEPACIFIC.COM","WW","N","N","AESF",9587,"EPDC","DLL"
"11900","METHODE DEVELOPMENT CO.","7444 WEST WILSON AVENUE","","CHICAGO","60656","IL","","708-457-3227","(708)867-0932","THERESA","TMCGOVERN@METHODE.COM","CC"," "," ","AUTO",920,"EPDC","DLL"
"11946","AMERICAN ELECTRONIC COMPONENTS","P.O. BOX  7777","","SOUTH BEND","46634","IN","","219-264-1116","","","","  "," "," ","",921,"EPDC","DLL"
"11988","AGE INDUSTRIES; INC.","12598 DARRINGTON","","EL PASO","79927","TX","","915-852-9099","915-852-9070","TONI HOUTZ","","PP"," "," ","",925,"EPDC","DLL"
"11993","CURTIS SCREW CO.;  INC. /","P.O. BOX 7017","ROUTE 68 INDUSTRIAL PARK","PROSPECT","06712","CT","","203-758-4441","(203)758-5677","KEN","KWSANZONE@CURTISSCREW.COM - KEN/ MARY HOLLOWAY ($)","MM"," "," ","AUTO",927,"EPDC","DLL"
"12006","WESTERN CONSOLIDATED","2800 E. SMAGER DR.","P.O. BOX 657","FREMONT","46737-0667","IN","","260-495-9866","219-495-5388","TANYA","CHUCKS@KELCOMAIL.COM","  "," "," ","",931,"EPDC","DLL"
"12007","PENN METAL STAMPING","RTE 255","","ST. MARYS","15857","PA","USA","814-781-3064","814-781-3064","CUSTOMER SERVICE","","  "," "," ","",932,"EPDC","DLL"
"12010","K.R. ANDERSON; INC.","18330 SUTTER BLVD.","","MORGAN HILL","95037","CA","","800 538-8712","","MELISSA ORLANDO","","CC"," "," ","AUTO",3746,"EPDC","DLL"
"12011","DYMET CORPORATION","1901 PECK ST.","","MUSKEGON","49441","MI","USA","231-726-5061","231-728-1465","BRENDA COWAN","","MM"," "," ","AUTO",3747,"EPDC","DLL"
"12050","KARR TOOL & MFG.","","4926 RIVER RD.","SCHILLER PART","60176","ILLINOIS","","915-585-3228","915-585-3242","REY ROUT","","  "," "," ","",942,"EPDC","DLL"
"12061","INTERNATIONAL WIRE GROUP","12 MASONIC AVE.","","CAMDEN","13316","NY","","315-655-9800","260-459-8790","SEAN MALLOY","S_MALLOY@IWGBWD.COM","WW"," "," ","AUTO",945,"EPDC","DLL"
"12062","EL PASO MOLD SUPPLY; INC.;","11394 JAMES WATT DR.","UNIT 416","EL PASO","79936","TX","","915-591-1296","915-591-1297","","","  "," "," ","",946,"EPDC","DLL"
"12080","MOLEX LLC","2222 WELLINGTON CT","","LISLE","60532","IL","USA","800-786-6539","630-968-8356","ORTIZ, IRMA","IRMA.ORTIZ@MOLEX.COM","EE","N","J","AUTO",947,"EPDC","DLL"
"12090","PLASKO TECHNOLOGIES INC.","1402 S. CARNEY DRIVE","","ST. CLAIR","48079","MI","USA","810-329-4288","(810)329-4599","JEANNE KOPPIN","JKOPPIN@PLASKOTECH.COM","PP","N","N","AUTO",950,"EPDC","DLL"
"12091","PM MOLD INC.","800 ESTES AVE.","","SCHAUMBURG","60193","IL","USA","847-923-5400","847-923-5494","BONNIE MELAHN","BONNIEM@PMMOLD.COM","CC","N","N","AUTO",32246,"EPDC","DLL"
"12097","VARGAS MANUFACTURING INC.","1001 WALL ST.","","EL PASO","79915","TX","USA","915-775-0186","915-775-9872","ELIZABETH/NADIA","VARGASMFG@MSN.COM","MM"," "," ","AUTO",953,"EPDC","DLL"
"12099","LIVINGSTON INTERNATIONAL INC.;","","P.O. BOX 490","BUFFALO","14225","NY","","","","","","  "," "," ","",954,"EPDC","DLL"
"12100","J D I MOLD AND TOOL","2510 HILLER RIDGE","","JOHNSBURG","60050","IL","","815-759-5640","815-759-5646","DEBBIE","","PP"," "," ","AUTO",955,"EPDC","DLL"
"12132","ARROW ELECTRONICS INC.;","4731 RIPLEY DRIVE SUITE A","","EL PASO","79922","TX","","915-834-6100","303-645-8945","HECTOR SEPULVEDA","HSEPULVEDA@ARROW.COM","DD","N","N","AUTO",963,"EPDC","DLL"
"12142","TRW FASTENERS","P.O. BOX 78027","","DETROIT","48278","MI","","978-874-5028","","FRANK HEWITT","","  "," "," ","",964,"EPDC","DLL"
"12153","EXXON CHEMICAL AMERICAS","P.O. BOX 100481","","ATLANTA","30384","GA","","800-231-6633","281-588-2525","LORI BOSSIERES","","  "," "," ","",967,"EPDC","DLL"
"12162","DELFINGEN US INC.","12050 ROJAS DR.","ATT; ROSA LOPEZ","EL PASO","79936","TX.","U.S.A.","858-5577","915-859-3720","LUZ BECERRA","","TT"," "," ","AUTO",970,"EPDC","DLL"
"12165","PRENTICE HALL","SIMON & SCHUSTER FULFILMENT","P.O. BOX 11022","DESMOINES","50336-1022","IA","","1-800-947-7700","","","","  "," "," ","",971,"EPDC","DLL"
"12166","LADD INDUSTRIAL SALES","4849 HEMPSTEAD","STATION DR.","KETTERING","45429","OH","","800 223 1236","937-438-0806","MELISSA WATKINS X128","MELISSAW@LADDINC.COM","DD","N"," ","",972,"EPDC","DLL"
"12170","OBERG INDUSTRIES","275 NORTH PIKE RD.;","","SARVER","16055-9209","PA","","724-353-9700","724-353-9755","AMANDA HAGAMAN","AMANDA.HAGAMAN@OBERG.COM","MM"," "," ","AUTO",973,"EPDC","DLL"
"12171","PERFECTION POWDER COATING","1155 EAST PALMDALE ST.","","TUCSON","85714","AZ","","520-434-9090","","","","  "," "," ","",974,"EPDC","DLL"
"12172","ANIXTER FASTENERS","1555 GOODYEAR","SUITE A-3","EL PASO","79935","TX","","915-860-6613","915-598-9797","OMAR GARCIA","OMAR.GARCIA@ANIXTER.COM","HH"," "," ","AUTO",975,"EPDC","DLL"
"12175","SOUTHWESTERN MOTOR TRANSPORT","4600 GOLDFIELD","","SAN ANTONIO","78218-4698","TX","","","","","","  "," "," ","",977,"EPDC","DLL"
"12178","TEXTAPE","915 PENDALE RD.","","EL PASO","79907","TX","USA","915-595-1525","915-595-1646","MICHELLE","MMORALES@TEXTAPE.COM  CELL: 915-603-2020","TT"," "," ","AUTO",979,"EPDC","DLL"
"12180","PEC PLASTIC ENGINEERED COMPONE","","1325 PENDALE RD.","EL PASO","79936","TX","USA","915-594-1095","915-594-0016","LETTA HICKS","","  "," "," ","",980,"EPDC","DLL"
"12185","LABEL TECH","8800 GATEWAY EAST BLVD","","EL PASO","79907","TX","","915-590-8500","915-590-8510","","","  "," "," ","",983,"EPDC","DLL"
"12186","TENNECO PACKAGING","21 LEIGH FISHER BLVD","","EL PASO","79906","TX","U.S.A.","915-779-1291","915-779-6972","GILBERT MENDEZ","","  "," "," ","",984,"EPDC","DLL"
"12187","HEILIND ELECTRONICS","1440 S. PRIEST #101","","TEMPE","85281","AZ","USA","1-800-352-5519","805-418-9029","CARRIE PAYNE","CPAYNE@FORCE-ELEC.COM","EE","N","N","AESF",985,"EPDC","DLL"
"12188","MURSIX CORPORATION","2401 NORTH EXECUTIVE PARK DRIVE","","YORKTOWN;","47396","IN","","765-282-2221","765-289-2255","CRYSTAL HSIA X201","CHSIA@TWOSON.COM  FAX 765-281-4550","MM"," "," ","AUTO",986,"EPDC","DLL"
"12191","UNITED STATES PLASTIC CORP.","1390 NEUBRECHT RD.;","","LIMA","45801-3196","OH","","419-228-2242","419-228-5034","","","  "," "," ","",987,"EPDC","DLL"
"12193","SOUTHWIRE COMPANY","DEKKO AUTOMOTIVE DIVISION","201 INGLEWOOD DR.","EL PASO","79927","TX","USA","770-832-4576","574-546-0303","KYLE STOREY","KYLE.STOREY@SOUTHWIRE.COM","OO","N","N","AUTO",989,"EPDC","DLL"
"12196","GENESIS MOLDING","55901 CURRANT RD.","","MISHAWAKA","46545","IN","U.S.A.","574 256 9271","574-258-4284","PAM GRINSTON","PGRINSTON@GENESISMOLDING.COM  - CASH IN ADVANCE","PP"," "," ","AUTO",991,"EPDC","DLL"
"12198","CAPITAL METAL","32400 AURORA ROAD; SUITE 3","","SOLON","44139","OHIO","USA","440-232-1800","440-914-0701","CRAIG DEMINA","CRAIG@CAPITALMETAL.COM","WW"," "," ","AESF",993,"EPDC","DLL"
"12200","TYCO / RAYCHEM ELECTRONICS","300 CONSTITUTION DR.","","MENLO PARK","94025-1164","CA","US","650-361-6763","514-332-0147","DONNA BRANDT","DBRANDT@TYCOELECTRONICS.COM","TT"," "," ","AUTO",995,"EPDC","DLL"
"12201","ROBERT BOSCH CORP","1613 PROGRESS DR","","ALBION","46701","IN","US","770-980-0035","770-980-0059","MERLE INGLE","","EE"," "," ","AUTO",996,"EPDC","DLL"
"12365","FREUDENBERG-NOK","P.O. BOX 427","821 S. LAKE ROAD SOUT","SCOTTSBURG;","47170","IN","","765-763-7246","","JAMIE RIGNEY  50-612","","RR"," "," ","AUTO",999,"EPDC","DLL"
"12621","ADVANCE STAMPING COMPANY","12025 DIXIE AVE.;","","REDFORD","48239-2493","MI","","313-537-3500","","MIKE BROW/DIANA/JIM","","  "," "," ","",1003,"EPDC","DLL"
"12623","AMERICAN LAUBSCHER CORP.","80 FINN COURT","","FARMINGDALE","11735","NY","","631-694-5900","631-293-0935","RICK BATALLAS X220","","MM"," "," ","AERO",1004,"EPDC","DLL"
"12636","AVERY DENNISON CORPORATION","P.O. BOX 75111","","CHICAGO","60675","IL","","440-878-7285","440-878-7103","CAROL COOPER","","  "," "," ","",1006,"EPDC","DLL"
"12647","CHERRY ELECTRIC PRODUCTS","3600 SUNSET AVENUE","","WAUKEGAN","60087","IL","","847-662-9200","262-942-6577","KAREN CRAFT","","EE"," "," ","AUTO",1007,"EPDC","DLL"
"12651","CONTINENTAL MIDLAND","24000 S. WESTERN AVENUE","","PARK FORREST","60466","IL","","800-482-7848","","CHERYE HAINES  E-246","","  "," "," ","",1008,"EPDC","DLL"
"12656","DUNY MACHINE LTD","813 CUMBERLAND AVENUE","","BURLINGTON","L7N3J7","ONTARIO","CANADA","905-639-2503","(905)639-2555","RUTH","ADMIN@DUNY.CA","MM"," "," ","AUTO",1009,"EPDC","DLL"
"12664","AEES INC.","36555 CORPORATE DR.","SUITE 300","FARMINGTON","48331","MI","USA","269-668-3397","616-668-4694","JUDY BECKER X552","JUDY.BECKER@AEESINC.COM","PP","N","N","AUTO",1011,"EPDC","DLL"
"12672","FLASH FOLD CARTON","1140 HYDEN ST.","","FT. WAYNE","46803","IN","USA","(260) 423-9431","(219)423-4351","KELLY LINTON","","  "," "," ","",1013,"EPDC","DLL"
"12678","SANLAR INDUSTRIAL PRODUCTS","1208 COLUMBUS ROAD","","BURLINGTON","08016","NJ","","609-239-1900","","JEAN KIMBLE","","  "," "," ","",1014,"EPDC","DLL"
"12688","JOHNSON ELECTRIC N.A.; INC.","","10 PROGRESS DR.;","SHELTON","06484","CT","","203-447-5362","203-447-5389","BONNIE/JOHN GLYNN","","EE"," "," ","AUTO",1015,"EPDC","DLL"
"12690","KOLLER-CRAFT PLASTIC PRODUCTS","P.O BOX  718","","FENTON","63026","MO","","636-343-9220","636-343-1034","BOB ROONEY","","PP"," "," ","",1016,"EPDC","DLL"
"12693","LEICESTER TOOL & DIE",";1764 MAIN STREET","","LEICESTER","01524","MA","","508-892-3893","","JIM TRINQUE","","MM"," "," ","",1017,"EPDC","DLL"
"12697","MACH1 AIR SERVICES INC.;","615 S. MADISON DR.","","TEMPE","85281","ARIZONA","","1-800-553-7774","480-377-8647","","","  "," "," ","",1018,"EPDC","DLL"
"12717","ALCOA INC.","P.O. BOX 91423","","CHICAGO","60693","IL","","330-721-6384","","CHRISTINE BOWMAN","","  "," "," ","",1019,"EPDC","DLL"
"12718","PHILLIP PLASTIC CORPORATION","SEVEN LONG LAKE DR.","","PHILLIPSE","54555","WISCONSIN","","715-339-2161","","TRACY PETTERSON","","  "," "," ","",1020,"EPDC","DLL"
"12726","ROCKFORD PRODUCTS CORPORATION","707 HARRISON AVE.","","ROCKFORD","61104-7197","IL","","815-397-6000","815-229-4339","TROY HAMM","","  "," "," ","",1021,"EPDC","DLL"
"12730","SEALTITE CORPORATION","1906 WASHINGTON AVE.","","ST LOUIS","63103","MO","","314-231-7724","314-231-7727","HOWARD HURWITZ-PRES.","","  "," "," ","",1022,"EPDC","DLL"
"12742","TADD SPRING COMPANY","15060 FOLTZ INDUSTRIAL PARKWAY","","STRONGSVILLE","44136","OH","","216-572-1313","","LESLIE NASO","","SS"," "," ","",1023,"EPDC","DLL"
"12747","THUNDER TOOL & MANUFACTURING","975 MARTIN GROVE ROAD","","ETOBICOKE","M9W4V6","ONTARIO","CANADA","416-742-1936","","B SINGH HANSRA X228","SINGH@THUNDERTOOL.COM","MM"," "," ","AUTO",1024,"EPDC","DLL"
"12755","TWIST;INCORPORATED","P.O. BOX 177","","JAMESTOWN","45335","OH","USA","937-675-6128","513-675-6781","ROBIN","","  "," "," ","",1027,"EPDC","DLL"
"12770","CHEMPRENE INC.","P.O. BOX 471","","BEACON","12508-0471","NY","","845 831 2800","914-831-4639","JOHN BERRY","","  "," "," ","",1028,"EPDC","DLL"
"12788","TRW ENGINEERED FASTNERS & COMP","180 STATE ROAD EAST","","WESTMINSTER","01473","MA","USA","978-874-5005","508-874-5184","DONNA PELLERIN","DONNA.PELLERIN@TRW.COM","  "," "," ","",1029,"EPDC","DLL"
"12789","HOFFER PLASTICS CORPORATION","500 N. COLLINS","","SOUTH ELGIN","60177","IL","","847-741-5740","","CUSTOMER SERVICE","","PP"," "," ","AUTO",1030,"EPDC","DLL"
"12831","ALCO PLASTIC; INC.","160 EAST POND","","ROMEO","48065","MI","","(586) 752-4527","586*752-6554","DAVID JONES","","PP"," "," ","",1033,"EPDC","DLL"
"13087","GENERAL METALS PRODUCTS","135 S LASALLE","DEPT. 2333","CHICAGO","60674","IL","","314-481-0300","","PEGGY METZ","","  "," "," ","",1038,"EPDC","DLL"
"1365","OMNI FASTENER","909 TOWPATH RD.","BROAD VIEW","HEIGHTS","44147","OH","USA","440-838-1800","440-838-6200","NICOLE POOCH","NPOOCH@OMNIFASTENERS.COM","HH","N","N","AESF",1039,"EPDC","DLL"
"13840","SEARS MANUFACTURING COMPANY","1718 S. CONCORD STREET","","DAVENPORT","52808","IOWA","USA","(563)383-2800","","JOAN","","OO","Y"," ","",7782,"EPDC","DLL"
"13844","XENIA MANUFACTURING INC.","1507 CHURCH ST","","XENIA","62899","IL","USA","618-678-2218-X102","618-678-2311","KELLY HYDER","KELLY.HYDER.XMI@GMAIL.COM","CC","N"," ","",32735,"EPDC","DLL"
"1422","BUCKEY RUBBER & PACKAGING CO.","23940 MERCANTILE RD.","","CLEVELAND","44122","OH","USA","216-454-1920","216-831-0254","RICK SCHEESER / MARY (FINANCE)","RICK.SCHEESER@BUCKEYERUBBER.COM /MROGERS@BUCKEYERU","PP","N","N","AESF",1040,"EPDC","DLL"
