ItemNumber,ItemDescription,ItemRevision,ItemStatus,ItemClass,SQE,RunLeadTimeDays,LotSizeMinimum,LotSizeMultiplier,Planner,Buyer,InventoryQty,ItemUM,ItemUnitCost,VendorItemNumber,VendorItemDescription,VendorID,VendorName,ShipToLocation,Currency,ItemKey,VendorKey,MBS,ItemAppvStatus,QtyofBlankets,FS_PONumber,VendorPriority,FS_POLnNumber,BKPOExpireDate,LineItemOrderedQuantity,ReceiptQuantity,POLineKey,BKPOStartDate
"826174","*RETAINING CLIP",D ,A,23,   ,45,0,0,AS ,AS ,11407,EA,,"826174","*RETAINING CLIP",30580,"THERMOTECH",EPDC,DLL,9684,1325,B,,,,0,,,,,,
"826402","*ACTUATOR",K ,A,23,RF ,35,3000,3000,AS ,AS ,0,EA,,"TX116100","*ACTUATOR",30580,"THERMOTECH",EPDC,DLL,9710,1325,B,,,,0,,,,,,
"933100","*BASE OPTIONAL",ZD,A,35,   ,45,1000,1000,AS ,AS ,1436,EA,,"TX1132","*BASE OPTIONAL",30580,"THERMOTECH",EPDC,DLL,10435,1325,B,,,,0,,,,,,
"933436","*DIMER PIVOT",BQ,A,35,RF ,35,5000,1000,AS ,AS ,4344,EA,,"TX110100","TOOL MOVED TO ACROTECH 01/2006",30580,"THERMOTECH",EPDC,DLL,10559,1325,B,,,,0,,,,,,
"933448","*STD BLK BASE",ZC,A,35,RF ,35,1500,1500,AS ,AS ,4167,EA,,"TX110600","TOOL MOVED TO ACROTECH 10/2005",30580,"THERMOTECH",EPDC,DLL,10577,1325,B,,,,0,,,,,,
"933466","PIVOT COVER",ZC,A,35,RF ,45,1000,1000,AS ,AS ,5054,EA,,"TX112800","MOLD TRANSFERED TO ATEK",30580,"THERMOTECH",EPDC,DLL,10592,1325,B,,,,0,,,,,,
"933466A","PIVOT COVER",1 ,O,OB,*  ,45,0,0,OBS,OBS,0,EA,,"TX1110","PIVOT COVER",30580,"THERMOTECH",EPDC,DLL,10593,1325,B,,,,0,,,,,,
"933500","*WASH CARRIER",C ,A,35,RF ,35,4500,4500,AS ,AS ,6818,EA,,"TX1134","MOVED VD#11438 ON 01/2009 -DEF",30580,"THERMOTECH",EPDC,DLL,10616,1325,B,,,,0,,,,,,
"933520","*STD BLK BASE",ZD,A,35,   ,2,0,0,AS ,AS ,5526,EA,,"933520","*STD BLK BASE",30580,"THERMOTECH",EPDC,DLL,10634,1325,B,,,,0,,,,,,
"933562","* STRN RELIEF",F ,A,35,RF ,35,5000,5000,AS ,AS ,6063,EA,,"TX113000","USAR TAMBIEN COMO 933468",30580,"THERMOTECH",EPDC,DLL,10659,1325,B,,,,0,,,,,,
"933564","*OPT BLK BASE",ZD,A,35,   ,45,1000,1000,AS ,AS ,1189,EA,,"TX110601","*OPT BLK BASE  (SAME MOLD AS FOR 933448)",30580,"THERMOTECH",EPDC,DLL,10661,1325,B,,,,0,,,,,,
"933595","*BASE(93-7421-2 U.T.)",01,A,35,   ,45,8000,8000,AS ,AS ,1134,EA,,"TX110000","*BASE(93-7421-2 U.T.)",30580,"THERMOTECH",EPDC,DLL,10691,1325,B,,,,0,,,,,,
"933634","*OPT BLK BASE",E ,A,35,RF ,30,1000,1000,AS ,AS ,974,EA,,"TX110700","*OPT BLK BASE",30580,"THERMOTECH",EPDC,DLL,10709,1325,B,,,,0,,,,,,
"933641","*BASE UT84-7421-2",AA,A,35,   ,45,6000,6000,AS ,AS ,124,EA,,"TX112000","*BASE UT84-7421-2",30580,"THERMOTECH",EPDC,DLL,10714,1325,B,,,,0,,,,,,
"933649","*WASH COVER(93-7416-1 U.T.)",01,A,35,   ,25,10000,10000,AS ,AS ,2017,EA,,"933649","*WASH COVER(93-7416-1 U.T.)",30580,"THERMOTECH",EPDC,DLL,10721,1325,B,,,,0,,,,,,
"933787","*BASE(93-7421-1 U.T.)",AB,O,OB,*  ,45,0,0,OBS,OBS,0,EA,,"933787","*BASE(93-7421-1 U.T.)",30580,"THERMOTECH",EPDC,DLL,10750,1325,B,,,,0,,,,,,
"933923","* BASE",ZH,A,35,RF ,45,1000,1000,AS ,AS ,967,EA,,"TX113300","MOVED TO ACROTECH 1/06",30580,"THERMOTECH",EPDC,DLL,10793,1325,B,,,,0,,,,,,
"169-266","VALVE",2 ,A,00,   ,45,0,0,AS ,AS ,0,EA,,"169-266","VALVE",30582,"CARGILL INCORPORATED",EPDC,DLL,1488,1327,B,,,,0,,,,,,
"P1300-10","COILED SPRING PIN",E ,A,58,?  ,0,0,0,PUR,PUR,200,EA,,"P1300-10","COILED SPRING PIN",30583,"COLOR WORKS INC.;",EPDC,DLL,50880,1328,B,,,,0,,,,,,
"150-443","*PIN",AD,A,39,JOA,45,1500,1500,DG1,DG1,2862,EA,,"150-443","PIN",30585,"SPIROL INTERNATIONAL CORP",EPDC,DLL,1402,1329,B,,,,0,,,,,,
"86-8368-1","ROLLPIN",D ,A,42,   ,45,40000,0,DG1,DG1,50913,EA,,"86-8368-1","ROLLPIN",30585,"SPIROL INTERNATIONAL CORP",EPDC,DLL,9877,1329,B,,,,0,,,,,,
"90-0328-2","INSERT",C ,A,47,   ,45,5000,0,DG1,DG1,4791,EA,,"90-0328-2","INSERT",30585,"SPIROL INTERNATIONAL CORP",EPDC,DLL,10138,1329,B,,,,0,,,,,,
"97-0948-1","RAIL",C ,A,45,   ,45,0,0,DG1,DG1,66024,EA,,"97-0948-1","RAIL",30585,"SPIROL INTERNATIONAL CORP",EPDC,DLL,11436,1329,B,,,,0,,,,,,
"97-8201-1","COILED PIN",D ,A,41,   ,30,0,0,DG1,DG1,2840,EA,,"97-8201-1","COILED PIN",30585,"SPIROL INTERNATIONAL CORP",EPDC,DLL,11482,1329,B,,,,0,,,,,,
"P1300-10","COILED SPRING PIN",E ,A,58,?  ,0,0,0,PUR,PUR,200,EA,,"P1300-10","COILED SPRING PIN",30585,"SPIROL INTERNATIONAL CORP",EPDC,DLL,50880,1329,B,,,,0,,,,,,
"12041255","CONNECTOR (8 PIN)",F ,A,45,JOA,45,4000,4000,AS ,AS ,39,EA,,"12041255","CONNECTOR (8 PIN)",30589,"DELPHI PACKARD ELECTRIC SYSTEM",EPDC,DLL,1221,1333,B,,,,0,,,,,,
"893722","MALE CONNECTOR 1204-5688",1 ,A,29,JOA,45,1490,1490,DG1,DG1,3055,EA,,"893722","MALE CONNECTOR 1204-5688",30589,"DELPHI PACKARD ELECTRIC SYSTEM",EPDC,DLL,10005,1333,B,,,,0,,,,,,
"893723","SECONDARY LOCK 1204-5690",CI,A,29,   ,45,0,0,DG1,DG1,12469,EA,,"893723","SECONDARY LOCK 1204-5690",30589,"DELPHI PACKARD ELECTRIC SYSTEM",EPDC,DLL,10006,1333,B,,,,0,,,,,,
"893724","PLATED TERMINAL 1205-9894",D ,A,29,JOA,45,5000,5000,DG1,DG1,24244,EA,,"893724","PLATED TERMINAL 1205-9894",30589,"DELPHI PACKARD ELECTRIC SYSTEM",EPDC,DLL,10007,1333,B,,,,0,,,,,,
"893735","EHR-7 FEMALE CONNECTOR",00,A,29,LFG,45,10,10,DG1,DG1,2492,EA,,"893735","EHR-7 FEMAE CONNECTOR",30589,"DELPHI PACKARD ELECTRIC SYSTEM",EPDC,DLL,10018,1333,B,,,,0,,,,,,
"935401","BASE-FINISH 17088641",00,A,57,   ,15,2520,2520,DG1,DG1,43,EA,,"935401","BASE-FINISH 1708468",30589,"DELPHI PACKARD ELECTRIC SYSTEM",EPDC,DLL,10906,1333,S,,,,0,,,,,,
"935407","SEAL-EGR BASE PLATE  17069545",00,A,57,   ,45,32000,32000,DG1,DG1,1560,EA,,"935407","SEAL-EGR BASE PLATE  17069545",30589,"DELPHI PACKARD ELECTRIC SYSTEM",EPDC,DLL,10910,1333,B,,,,0,,,,,,
"935409","WASHER-RETURN; SPRING 17082885",00,A,57,   ,45,0,0,DG1,DG1,11974,EA,,"935409","TRANSFER",30589,"DELPHI PACKARD ELECTRIC SYSTEM",EPDC,DLL,10912,1333,B,,,,0,,,,,,
"935410","SPRING;ARMATURE RETURN 17082886",00,A,57,LFG,45,35000,35000,DG1,DG1,980,EA,,"935410","SPRING;ARMATURE RETURN 1708288",30589,"DELPHI PACKARD ELECTRIC SYSTEM",EPDC,DLL,10913,1333,B,,,,0,,,,,,
"935412","SHAFT-DIGITAL 17089462",00,A,57,   ,60,10000,10000,DG1,DG1,650,EA,,"935412","SHAFT-DIGITAL 17089462",30589,"DELPHI PACKARD ELECTRIC SYSTEM",EPDC,DLL,10914,1333,B,,,,0,,,,,,
"935414","SEAL SOLENOID  MOUNT-PLATE 17101086",00,A,57,   ,45,100000,100000,DG1,DG1,20400,EA,,"935414","SEAL SOLENOID  MOUNT-PLATE 171",30589,"DELPHI PACKARD ELECTRIC SYSTEM",EPDC,DLL,10916,1333,B,,,,0,,,,,,
"935418","SEAL-BASE 17104554",01,A,57,   ,45,0,0,DG1,DG1,296,EA,,"935418","SEAL-BASE 17104554",30589,"DELPHI PACKARD ELECTRIC SYSTEM",EPDC,DLL,10919,1333,B,,,,0,,,,,,
"935422","GASKET  EGR BASE  17059444",01,A,57,   ,45,0,0,DG1,DG1,265,EA,,"935422","GASKET  EGR BASE  17059444",30589,"DELPHI PACKARD ELECTRIC SYSTEM",EPDC,DLL,10923,1333,B,,,,0,,,,,,
"935426","BASE PLATE ASSY 17104552",00,A,57,   ,60,0,0,DG1,DG1,50,EA,,"935426","BASE PLATE ASSY 17104552",30589,"DELPHI PACKARD ELECTRIC SYSTEM",EPDC,DLL,10924,1333,B,,,,0,,,,,,
"201019","186200 CLIP RETENTION SPRING STEEL",A ,A,65,JOA,80,20000,4000,DG1,DG1,18741,EA,,"201019","186200 CLIP RETENTION SPRING S",30592,"KEATS MFG CO.",EPDC,DLL,1788,1335,B,A,,,1,,,,,,
"203121","TERMINAL",C ,A,25,JOA,25,0,0,DG1,DG1,0,EA,,"203121","TERMINAL",30592,"KEATS MFG CO.",EPDC,DLL,13978,1335,B,,,,0,,,,,,
"236001","TERMINAL",F ,A,40,JOA,60,6000,6000,DG1,DG1,9432,EA,,"236001","TERMINAL",30592,"KEATS MFG CO.",EPDC,DLL,4198,1335,B,,,,0,,,,,,
"236002","TERMINAL",C ,A,40,JOA,60,4000,4000,DG1,DG1,5795,EA,,"236002","TERMINAL",30592,"KEATS MFG CO.",EPDC,DLL,4199,1335,B,,,,0,,,,,,
"236004","SCREW 11588528",01,A,40,JOA,80,20000,20000,DG1,DG1,2786,EA,,"236004","SCREW 11588528",30592,"KEATS MFG CO.",EPDC,DLL,4201,1335,B,,,,0,,,,,,
"236101","TERMINAL",D ,A,40,JOA,45,3000,3000,DG1,DG1,2425,EA,,"236101","TERMINAL",30592,"KEATS MFG CO.",EPDC,DLL,4204,1335,B,,,,1,,,,,,
"236102","TERMINAL",D ,A,40,JOA,45,3000,3000,DG1,DG1,5269,EA,,"236102","TERMINAL",30592,"KEATS MFG CO.",EPDC,DLL,4205,1335,B,,,,1,,,,,,
"236201","TERMINAL",E ,A,40,JOA,60,1000,1000,DG1,DG1,2102,EA,,"236201","TERMINAL",30592,"KEATS MFG CO.",EPDC,DLL,4210,1335,B,,,,0,,,,,,
"237001","TERMINAL",E ,A,40,JOA,45,1000,1000,DG1,DG1,7997,EA,,"237001","TERMINAL",30592,"KEATS MFG CO.",EPDC,DLL,4217,1335,B,,,,0,,,,,,
"237002","TERMINAL",E ,A,40,JOA,45,1000,1000,DG1,DG1,36000,EA,,"237002","TERMINAL",30592,"KEATS MFG CO.",EPDC,DLL,4218,1335,B,,,,0,,,,,,
"684045","*SPRING {BLADE} WASHER",ZA,O,OB,*  ,45,200,200,OBS,OBS,0,EA,,"684045","*MSRING {BLADE} WASHER",30592,"KEATS MFG CO.",EPDC,DLL,8867,1335,B,,,,0,,,,,,
"69-126","CONTACT (80-4276-1;UT)(7834255)",AA,O,OB,*  ,45,0,0,OBS,OBS,0,EA,,"69-126","CONTACT (80-4276-1;UT)(7834255",30592,"KEATS MFG CO.",EPDC,DLL,8903,1335,B,,,,0,,,,,,
"73-5322-1","CONTACTOR",P ,A,46,JOA,35,2000,2000,DG1,DG1,861,EA,,"73-5322-1","CONTACTOR",30592,"KEATS MFG CO.",EPDC,DLL,9170,1335,B,,,,0,,,,,,
"76-358","STRAP (81-7212-1)",AA,A,35,JOA,45,2000,500,DG1,DG1,2387,EA,,"76-358","STRAP (81-7212-1)",30592,"KEATS MFG CO.",EPDC,DLL,9253,1335,B,,,,0,,,,,,
"774121","*SPRING",C ,O,OB,*  ,10,500,500,OBS,OBS,0,EA,,"774121","*SPRING",30592,"KEATS MFG CO.",EPDC,DLL,9277,1335,B,,,,0,,,,,,
"826038","*ACT CONTACT",G ,A,23,JOA,80,10000,1000,DG1,DG1,375,EA,0.6290000,"826038","*ACT CONTACT",30592,"KEATS MFG CO.",EPDC,DLL,9643,1335,B,,1,POBK-041217-01,0,1,2017-12-29 00:00:00,10000,0,285571342,2017-06-02 00:00:00
"934061","CONTACT; HYDRO-BOOST",F ,O,OB,*  ,60,50000,0,OBS,OBS,0,EA,,"USE 934065","DEV FOR 4500 ASSYS JAN09",30592,"KEATS MFG CO.",EPDC,DLL,10843,1335,B,,,,0,,,,,,
"98-0661-1","CONTACTOR ASSEMBLY",F ,A,44,JOA,80,12000,12000,DG1,DG1,76697,EA,,"98-0661-1","CONTACTOR ASSEMBLY",30592,"KEATS MFG CO.",EPDC,DLL,11601,1335,B,A,,,1,,,,,,
"105-15","BASE (87-7403-1 U.T.)",AA,A,35,   ,45,0,0,AS ,AS ,1213,EA,,"105-15","BASE (87-7403-1 U.T.)",30593,"MERIDIAN SYSTEM",EPDC,DLL,1179,1336,B,,,,0,,,,,,
"504014","INDIVIDUAL  BOX",01,O,OB,*  ,30,0,0,OBS,OBS,0,EA,,"504014","* INDIVIDUAL CTN",30593,"MERIDIAN SYSTEM",EPDC,DLL,8325,1336,B,,,,0,,,,,,
"63-370","RETAINER",AB,A,00,   ,45,0,0,AS ,AS ,0,EA,,"63-370","RETAINER",30594,"J & S PRECISION PRODUCTS CO.;",EPDC,DLL,8798,1337,B,,,,0,,,,,,
"#203102","IMS/ HARNESS",  ,O,OB,*  ,0,0,0,OBS,OBS,0,EA,,"#203102","",30600,"MOTION INDUSTRIES",EPDC,DLL,46812,1339,B,,,,0,,,,,,
"#203104","IMS/ HARNESS",  ,O,OB,*  ,0,0,0,OBS,OBS,0,EA,,"#203104","",30600,"MOTION INDUSTRIES",EPDC,DLL,46813,1339,B,,,,0,,,,,,
"#203143","VALVE HARNESS",  ,O,OB,*  ,0,0,0,OBS,OBS,0,EA,,"#203143","",30600,"MOTION INDUSTRIES",EPDC,DLL,46809,1339,B,,,,0,,,,,,
"#203180","VALVE HARNESS",  ,O,OB,*  ,0,0,0,OBS,OBS,0,EA,,"#203180","",30600,"MOTION INDUSTRIES",EPDC,DLL,46811,1339,B,,,,0,,,,,,
"#203184","VALVE HARNESS",  ,O,OB,*  ,0,0,0,OBS,OBS,0,EA,,"#203184","",30600,"MOTION INDUSTRIES",EPDC,DLL,46810,1339,B,,,,0,,,,,,
"#203189","IMS/ HARNESS",  ,O,OB,*  ,0,0,0,OBS,OBS,0,EA,,"#203189","",30600,"MOTION INDUSTRIES",EPDC,DLL,46814,1339,B,,,,0,,,,,,
"02-7001-26","RESIN 02-7001-26/AV DUOPACK 828/125",BD,A,81,LFG,20,500,500,TCC,TCC,3844.75,ML,,"02-7001-26","",30600,"MOTION INDUSTRIES",EPDC,DLL,672,1339,B,,,,0,,,,,,
"05-651002","PRIMER;ZINC;CHROMATE 05-651002/M",M ,A,82,   ,25,16,16,TCC,TCC,561.093000000004,OZ,,"05-651002","",30600,"MOTION INDUSTRIES",EPDC,DLL,962,1339,B,,,,0,,,,,,
"05-651100","RUBBER ADHESIVE 05-651100/D",D ,A,82,LFG,30,1,1,TCC,TCC,1.198,QT,,"05-651100","",30600,"MOTION INDUSTRIES",EPDC,DLL,967,1339,B,,,,0,,,,,,
"05-651214","PYROMELLITIC-DIANHY98%05-651214",G ,A,84,JA ,50,2000,2000,TCC,TCC,2498.19999999998,GR,,"05-651214","",30600,"MOTION INDUSTRIES",EPDC,DLL,980,1339,B,,,,0,,,,,,
"05-651282","VARNISH;BONDING 05-651282",W ,A,83,LFG,50,1,1,TCC,TCC,1.2917,GL,,"05-651282","",30600,"MOTION INDUSTRIES",EPDC,DLL,991,1339,B,,,,0,,,,,,
"05-651668","COMPOUND;MASKING 05-651668",J ,A,85,LFG,30,1,1,TCC,TCC,1404.352,ML,,"05-651668","",30600,"MOTION INDUSTRIES",EPDC,DLL,1012,1339,B,,,,0,,,,,,
"1 Y DE 1 1/4","T DE ACERO",  ,O,OB,*  ,0,0,0,OBS,OBS,0,EA,,"1 Y DE 1 1/4","",30600,"MOTION INDUSTRIES",EPDC,DLL,46426,1339,B,,,,0,,,,,,
"1/2 X 1 X1/8 X8","DELRING BAR",  ,O,OB,*  ,0,0,0,OBS,OBS,0,EA,,"1/2 X 1 X1/8 X8","",30600,"MOTION INDUSTRIES",EPDC,DLL,45165,1339,B,,,,0,,,,,,
"1/4 X1 1/8 X8","DELRING BAR",  ,O,OB,*  ,0,0,0,OBS,OBS,0,EA,,"1/4 X1 1/8 X8","",30600,"MOTION INDUSTRIES",EPDC,DLL,45166,1339,B,,,,0,,,,,,
"105-141-9001","DYMAX 628-VLV",BK,A,94,LFG,20,1,1,MZ ,MZ ,64.7704999999998,LT,,"105-141-9001","",30600,"MOTION INDUSTRIES",EPDC,DLL,1178,1339,B,,,,0,,,,,,
"201242","LOCTITE 5031",* ,A,73,LFG,20,300,300,TCC,TCC,3884.53999999997,ML,,"201242","",30600,"MOTION INDUSTRIES",EPDC,DLL,44480,1339,B,,,,0,,,,,,
"3/16 X 2 1/2","SLOTTER SPING",  ,O,OB,*  ,0,0,0,OBS,OBS,0,EA,,"3/16 X 2 1/2","",30600,"MOTION INDUSTRIES",EPDC,DLL,46401,1339,B,,,,0,,,,,,
"4S-721","RODILLO",  ,O,OB,*  ,0,0,0,OBS,OBS,0,EA,,"4S-721","",30600,"MOTION INDUSTRIES",EPDC,DLL,45147,1339,B,,,,0,,,,,,
"560004A","30CC BARVEL ADAPTER",  ,O,OB,*  ,0,0,0,OBS,OBS,0,EA,,"560004A","",30600,"MOTION INDUSTRIES",EPDC,DLL,46904,1339,B,,,,0,,,,,,
"5600055","AIR MANIFOLD 2 IYJ FISNAR",  ,O,OB,*  ,0,0,0,OBS,OBS,0,EA,,"5600055","",30600,"MOTION INDUSTRIES",EPDC,DLL,46911,1339,B,,,,0,,,,,,
"58129-6","ADAPTER 35CC",  ,O,OB,*  ,0,0,0,OBS,OBS,0,EA,,"58129-6","",30600,"MOTION INDUSTRIES",EPDC,DLL,46902,1339,B,,,,0,,,,,,
"590 XURON","PINZAS NEUMATICAS MODEL 590 XURON",  ,O,OB,*  ,0,0,0,OBS,OBS,0,EA,,"590 XURON","",30600,"MOTION INDUSTRIES",EPDC,DLL,46433,1339,B,,,,0,,,,,,
"7/16/2020","TUERCA",  ,O,OB,   ,0,0,0,OBS,OBS,0,EA,,"7/16/2020","",30600,"MOTION INDUSTRIES",EPDC,DLL,46428,1339,B,,,,0,,,,,,
"7012134","JERINGAS 30 CC",  ,O,OB,*  ,0,0,0,OBS,OBS,0,EA,,"7012134","",30600,"MOTION INDUSTRIES",EPDC,DLL,46899,1339,B,,,,0,,,,,,
"7012325","TAPONES PARA JERIGA",  ,O,OB,*  ,0,0,0,OBS,OBS,0,EA,,"7012325","",30600,"MOTION INDUSTRIES",EPDC,DLL,46901,1339,B,,,,0,,,,,,
"7018602","TUBOS DE GRASA",  ,O,OB,*  ,0,0,0,OBS,OBS,0,EA,,"7018602","",30600,"MOTION INDUSTRIES",EPDC,DLL,46898,1339,B,,,,0,,,,,,
"7512BP","CONECTOR  1/4-28",  ,O,OB,*  ,0,0,0,OBS,OBS,0,EA,,"7512BP","",30600,"MOTION INDUSTRIES",EPDC,DLL,46903,1339,B,,,,0,,,,,,
"7611BP","CONECTOR  1/4-28",  ,O,OB,*  ,0,0,0,OBS,OBS,0,EA,,"7611BP","",30600,"MOTION INDUSTRIES",EPDC,DLL,46906,1339,B,,,,0,,,,,,
"934306","CONTACT (PALLINEY WIRES)",01,O,OB,*  ,80,0,0,OBS,OBS,0,EA,,"934306","CONTACT (PALLINEY WIRES)",30600,"MOTION INDUSTRIES",EPDC,DLL,10860,1339,B,,,,0,,,,,,
"AD252","ADHESIVE (ELASTOSIL E952 WACKER 6OZ)",* ,A,93,LFG,20,6,6,TCC,TCC,8.72,OZ,,"AD252","",30600,"MOTION INDUSTRIES",EPDC,DLL,11876,1339,B,,,,0,,,,,,
"AN960-6L","WASHER",  ,A,85,   ,15,100,100,EC ,EC ,508,EA,,"AN960-6L","",30600,"MOTION INDUSTRIES",EPDC,DLL,45141,1339,B,,,,0,,,,,,
"DE-STA-CO","RESORTE MODEL 207",  ,O,OB,*  ,0,0,0,OBS,OBS,0,EA,,"DE-STA-CO","",30600,"MOTION INDUSTRIES",EPDC,DLL,46403,1339,B,,,,0,,,,,,
"MS21083-N06","NUT",  ,A,85,   ,15,100,100,EC ,EC ,423,EA,,"MS21083-N06","",30600,"MOTION INDUSTRIES",EPDC,DLL,45142,1339,B,,,,0,,,,,,
"R15T","RESORTE",  ,O,OB,*  ,0,0,0,OBS,OBS,0,EA,,"R15T","",30600,"MOTION INDUSTRIES",EPDC,DLL,46404,1339,B,,,,0,,,,,,
"RIGHT45632","JAW GRIPPER",  ,O,OB,*  ,0,0,0,OBS,OBS,0,EA,,"RIGHT45632","",30600,"MOTION INDUSTRIES",EPDC,DLL,46707,1339,B,,,,0,,,,,,
"SN63PB37","SOLDADURA SN63PB37 KESLER 12-121",  ,A,95,   ,20,1,1,MZ ,MZ ,0,LB,,"SN63PB37","",30600,"MOTION INDUSTRIES",EPDC,DLL,46889,1339,B,,,,0,,,,,,
"UTMS-1002","GREASE BIPCO #660-1",* ,O,OB,*  ,40,0,0,OBS,OBS,0,GR,,"UTMS-1002","GREASE BIPCO #660-1",30600,"MOTION INDUSTRIES",EPDC,DLL,12713,1339,B,,,,0,,,,,,
"UTMS-1008","GREASE",* ,A,46,   ,40,0,0,TC ,TC ,0,GR,,"UTMS-1008","GREASE",30600,"MOTION INDUSTRIES",EPDC,DLL,12715,1339,B,,,,0,,,,,,
"202-904","DIAPHRAGM SHAFT",6 ,A,37,   ,45,0,0,DG1,DG1,0,EA,,"202-904","DIAPHRAGM SHAFT",30601,"PRECISION TENSA S.A. DE C.V.",EPDC,DLL,1873,1340,B,,,,0,,,,,,
"02-4301-14","RIVET (02-4301-14)/BA",BA,A,82,   ,45,250,250,EC ,EC ,293,EA,,"302893","RIVET (02-4301-14)",30608,"KENO CORPORATION",EPDC,DLL,610,1345,B,,,,0,,,,,,
"501110","GASKET",D ,O,OB,*  ,20,0,0,OBS,OBS,0,EA,,"501110","GASKET",30622,"CENTRAL RUBBER AND PLASTICS",EPDC,DLL,8277,1353,B,,,,0,,,,,,
"842175","*GROMMET",AB,A,56,   ,45,0,0,DG1,DG1,0,EA,,"842175","*GROMMET",30622,"CENTRAL RUBBER AND PLASTICS",EPDC,DLL,9810,1353,B,,,,0,,,,,,
"938008","DAMPENER",H ,O,OB,*  ,45,0,0,OBS,OBS,0,EA,,"938008","DAMPENER",30622,"CENTRAL RUBBER AND PLASTICS",EPDC,DLL,10941,1353,B,,,,0,,,,,,
"938052","*STOP DOWN",G ,O,OB,*  ,45,0,0,OBS,OBS,0,EA,,"938052","*STOP DOWN",30622,"CENTRAL RUBBER AND PLASTICS",EPDC,DLL,10951,1353,B,,,,0,,,,,,
"938057","*STOP; UP",G ,O,OB,*  ,45,0,0,OBS,OBS,0,EA,,"938057","*STOP; UP",30622,"CENTRAL RUBBER AND PLASTICS",EPDC,DLL,10953,1353,B,,,,0,,,,,,
"946018","*DAMPENER; FLUX",B ,A,51,   ,50,10000,10000,DG1,DG1,560,EA,,"946018","*DAMPENER; FLUX",30622,"CENTRAL RUBBER AND PLASTICS",EPDC,DLL,11180,1353,B,,,,0,,,,,,
"950032","*RUBBER GASKET",C ,A,58,JA ,50,4000,1000,DG1,DG1,615,EA,0.3210000,"950032","*RUBBER GASKET",30622,"CENTRAL RUBBER AND PLASTICS",EPDC,DLL,11329,1353,B,A,1,PO-032414-950032,1,1,2017-12-29 00:00:00,12057,7722,176423519,2014-03-24 00:00:00
"933098","RESISTOR CARBON FILM 560 OHM",A ,A,35,   ,60,0,0,DG1,DG1,4416,EA,,"933098, T&R","RESISTOR CARBON FILM 560 OHM",30632,"SEI",EPDC,DLL,10434,1358,B,,,,0,,,,,,
"933984","PIVOT; DIMMER SWITCH SSG# 26015118",1 ,A,35,   ,40,0,0,DG1,DG1,666,EA,,"933984","PIVOT BLCK CHROMATE;  METHODE#10320; DECO# 5135102Z8",30637,"DECO PRODUCTS COMPANY",EPDC,DLL,10812,1362,B,,,,0,,,,,,
"163-39","SEAL",AG,A,37,   ,45,0,0,DG1,DG1,0,EA,,"163-39","SEAL",30652,"RGA",EPDC,DLL,1480,1369,B,,,,0,,,,,,
"163-91","O RING",AP,A,37,   ,45,0,0,DG1,DG1,0,EA,,"163-91","O RING",30652,"RGA",EPDC,DLL,1481,1369,B,,,,0,,,,,,
"169-266","VALVE",2 ,A,00,   ,45,0,0,AS ,AS ,0,EA,,"169-266","VALVE",30652,"RGA",EPDC,DLL,1488,1369,B,,,,0,,,,,,
"6I27050","*COVER GASKET M-2590Q-1",D3,O,OB,*  ,45,0,0,OBS,OBS,0,EA,,"6I27050","*COVER GASKET M-2590Q-1",30652,"RGA",EPDC,DLL,9009,1369,B,,,,0,,,,,,
"2-7000-26","SCREW",D ,A,45,JOA,45,21000,0,DG1,DG1,23603,EA,,"2-7000-26","SCREW",30657,"CAMCAR TEXTRON",EPDC,DLL,1576,1370,B,,,,0,,,,,,
"308320","SCREW 10471533",06,A,75,JOA,90,45,45,DG1,DG1,19905,EA,,"308320","SCREW 10471533",30657,"CAMCAR TEXTRON",EPDC,DLL,5624,1370,B,,,,0,,,,,,
"935051","POLE PIECE",D ,A,57,JOA,60,10000,10000,DG1,DG1,1250,EA,,"935051","POLE PIECE",30657,"CAMCAR TEXTRON",EPDC,DLL,10888,1370,B,,,,0,,,,,,
"935415","SCREW-TORK PLUS 17121479/25322559",00,A,57,   ,45,15000,15000,DG1,DG1,3775,EA,,"B83-36417-000","SCREW-TORK PLUS 17121479",30657,"CAMCAR TEXTRON",EPDC,DLL,10917,1370,B,,,,0,,,,,,
"41011383","PIN",B ,A,98,?  ,60,450,450,DG1,DG1,4448,EA,2.5300000,"41011383","PIN",30660,"LAS CRUCES MACHINE & MFG. CO.;",EPDC,DLL,51319,1371,B,,1,POBK-100716-06,0,1,2018-12-31 00:00:00,38000,4404,274561926,2016-10-07 00:00:00
"41011383-001","PIN",B ,A,98,?  ,40,1000,1000,DG1,DG1,7537,EA,2.5300000,"41011383-001","PIN",30660,"LAS CRUCES MACHINE & MFG. CO.;",EPDC,DLL,51045,1371,B,A,1,PS-070616-33,1,2,2018-03-02 00:00:00,9999999,7922,270833896,2017-01-06 00:00:00
"954003","GUIDE",C ,A,98,?  ,40,1000,1000,MZ ,MZ ,2194,EA,8.9400000,"954003","GUIDE",30660,"LAS CRUCES MACHINE & MFG. CO.;",EPDC,DLL,51054,1371,S,A,1,PS-070616-33,1,1,2018-07-06 00:00:00,99999999,1857,270833895,2016-07-06 00:00:00
